TxID,Item
307,Bread
307,Butter
308,Bread
309,Bread
309,Butter
310,Tea
310,Jam
311,Coffee
311,Butter
312,Tea
312,Jam
313,Coffee
313,Bread
313,Jam
314,Coffee
314,Bread
314,Butter
315,Bread
315,Tea
316,Coffee
316,Bread
316,Butter
317,Tea
317,Jam
318,Bread
319,Jam
320,Bread
320,Tea
320,Jam
321,Tea
321,Jam
322,Coffee
322,Bread
322,Tea
322,Jam
323,Coffee
323,Bread
324,Coffee
325,Coffee
325,Bread
325,Jam
326,Jam
327,Coffee
327,Butter
328,Bread
328,Jam
329,Coffee
329,Butter
330,Tea
331,Tea
331,Jam
332,Bread
332,Tea
332,Jam
333,Tea
333,Jam
334,Bread
334,Butter
335,Coffee
335,Bread
335,Butter
336,Butter
337,Bread
337,Butter
337,Tea
338,Tea
338,Jam
339,Bread
339,Tea
339,Jam
340,Coffee
340,Bread
341,Bread
341,Butter
342,Jam
343,Bread
344,Coffee
344,Butter
345,Bread
345,Tea
345,Jam
346,Bread
346,Tea
346,Jam
347,Tea
348,Coffee
348,Bread
348,Butter
349,Bread
349,Tea
349,Jam
350,Coffee
350,Bread
350,Butter
351,Tea
351,Jam
352,Coffee
352,Bread
352,Butter
353,Coffee
353,Bread
353,Butter
354,Coffee
354,Butter
355,Coffee
355,Bread
355,Butter
356,Bread
356,Tea
356,Jam
357,Butter
357,Jam
358,Bread
358,Tea
358,Jam
359,Coffee
359,Butter
360,Coffee
360,Butter
361,Bread
361,Jam
362,Coffee
362,Bread
362,Butter
363,Coffee
363,Bread
363,Jam
364,Coffee
364,Butter
365,Coffee
365,Bread
365,Butter
366,Tea
367,Coffee
367,Butter
368,Coffee
368,Bread
368,Butter
369,Coffee
369,Bread
369,Butter
370,Coffee
370,Bread
370,Butter
371,Tea
371,Jam
372,Coffee
372,Bread
372,Butter
373,Tea
373,Jam
374,Tea
374,Jam
375,Tea
376,Coffee
376,Butter
377,Bread
377,Tea
377,Jam
378,Tea
378,Jam
379,Coffee
379,Butter
380,Bread
380,Tea
381,Coffee
381,Butter
382,Butter
383,Coffee
383,Bread
384,Bread
384,Tea
384,Jam
385,Bread
385,Tea
386,Bread
386,Butter
386,Tea
386,Jam
387,Coffee
387,Butter
388,Tea
388,Jam
389,Bread
389,Tea
389,Jam
390,Coffee
390,Bread
390,Butter
391,Coffee
391,Butter
391,Tea
392,Coffee
392,Butter
393,Bread
393,Tea
393,Jam
394,Coffee
394,Bread
394,Butter
395,Tea
395,Jam
396,Tea
396,Jam
397,Jam
398,Bread
398,Tea
398,Jam
399,Coffee
399,Butter
400,Coffee
400,Bread
400,Butter
401,Coffee
401,Bread
402,Bread
402,Butter
402,Tea
402,Jam
403,Tea
404,Coffee
404,Tea
405,Tea
405,Jam
406,Tea
406,Jam
407,Coffee
407,Bread
407,Butter
408,Coffee
408,Bread
408,Butter
409,Bread
409,Tea
409,Jam
410,Coffee
410,Jam
411,Bread
411,Butter
412,Coffee
412,Butter
413,Bread
413,Tea
413,Jam
414,Coffee
414,Bread
414,Butter
415,Tea
415,Jam
416,Coffee
416,Bread
416,Butter
417,Bread
417,Tea
418,Coffee
419,Tea
419,Jam
420,Tea
420,Jam
421,Bread
421,Tea
421,Jam
422,Coffee
422,Bread
423,Butter
424,Coffee
424,Butter
425,Coffee
425,Bread
425,Butter
426,Coffee
426,Bread
426,Butter
427,Coffee
427,Bread
427,Butter
428,Coffee
428,Butter
429,Coffee
429,Bread
429,Butter
430,Bread
430,Tea
430,Jam
431,Coffee
431,Butter
432,Coffee
432,Jam
433,Coffee
433,Bread
433,Butter
433,Jam
434,Bread
434,Jam
435,Coffee
435,Butter
436,Coffee
436,Bread
437,Bread
438,Coffee
438,Bread
438,Butter
438,Jam
439,Tea
439,Jam
440,Bread
440,Tea
440,Jam
441,Coffee
441,Bread
441,Tea
441,Jam
442,Tea
442,Jam
443,Bread
443,Tea
443,Jam
444,Coffee
444,Bread
444,Jam
445,Coffee
445,Bread
445,Butter
446,Coffee
446,Bread
446,Butter
446,Jam
447,Coffee
448,Coffee
448,Butter
449,Bread
449,Tea
450,Tea
450,Jam
451,Bread
451,Tea
451,Jam
452,Coffee
452,Bread
452,Butter
453,Bread
453,Jam
454,Bread
454,Tea
454,Jam
455,Tea
456,Coffee
456,Butter
457,Coffee
457,Bread
457,Butter
458,Coffee
458,Bread
459,Coffee
459,Butter
460,Coffee
460,Bread
460,Jam
461,Coffee
461,Bread
461,Butter
462,Bread
462,Tea
462,Jam
463,Coffee
463,Butter
464,Coffee
464,Bread
464,Butter
465,Coffee
465,Bread
465,Butter
466,Bread
466,Jam
467,Bread
468,Tea
468,Jam
469,Tea
469,Jam
470,Coffee
470,Butter
471,Coffee
471,Bread
471,Butter
472,Bread
472,Butter
473,Bread
473,Tea
473,Jam
474,Coffee
474,Butter
475,Coffee
475,Bread
475,Butter
476,Coffee
476,Bread
476,Butter
476,Jam
477,Coffee
477,Bread
478,Coffee
478,Bread
479,Tea
479,Jam
480,Coffee
480,Butter
481,Coffee
481,Butter
482,Bread
482,Butter
482,Tea
483,Coffee
483,Bread
483,Butter
484,Coffee
484,Butter
485,Bread
485,Tea
485,Jam
486,Bread
486,Tea
486,Jam
487,Bread
487,Jam
488,Coffee
488,Bread
488,Butter
488,Jam
489,Tea
489,Jam
490,Bread
490,Tea
490,Jam
491,Tea
491,Jam
492,Bread
492,Tea
493,Coffee
493,Bread
493,Butter
494,Coffee
494,Bread
494,Butter
495,Bread
496,Butter
497,Bread
497,Jam
498,Coffee
498,Bread
498,Butter
499,Tea
499,Jam
500,Tea
500,Jam
501,Bread
501,Tea
502,Butter
503,Bread
503,Tea
503,Jam
504,Coffee
504,Bread
504,Butter
505,Tea
506,Bread
507,Tea
507,Jam
508,Bread
508,Butter
509,Bread
509,Tea
509,Jam
510,Coffee
510,Bread
510,Butter
511,Coffee
511,Bread
511,Butter
512,Coffee
512,Tea
512,Jam
513,Coffee
513,Bread
513,Butter
514,Tea
514,Jam
515,Tea
515,Jam
516,Coffee
516,Bread
516,Butter
517,Tea
517,Jam
518,Bread
518,Tea
518,Jam
519,Tea
520,Coffee
520,Bread
520,Butter
520,Tea
521,Coffee
521,Bread
521,Butter
522,Bread
522,Tea
522,Jam
523,Coffee
523,Butter
524,Tea
525,Coffee
526,Coffee
526,Bread
526,Butter
527,Coffee
527,Bread
527,Butter
528,Bread
528,Tea
528,Jam
529,Tea
530,Jam
531,Coffee
531,Butter
532,Tea
532,Jam
533,Bread
533,Tea
533,Jam
534,Tea
535,Coffee
535,Bread
535,Butter
536,Coffee
536,Butter
537,Coffee
537,Butter
538,Bread
538,Tea
538,Jam
539,Coffee
539,Bread
539,Jam
540,Coffee
540,Butter
541,Coffee
541,Bread
541,Butter
542,Coffee
542,Butter
543,Coffee
543,Bread
543,Butter
544,Coffee
544,Butter
545,Coffee
545,Bread
545,Butter
546,Coffee
546,Bread
546,Tea
546,Jam
547,Bread
547,Tea
548,Coffee
549,Coffee
550,Coffee
550,Bread
550,Butter
551,Coffee
551,Butter
552,Coffee
553,Jam
554,Coffee
554,Bread
554,Butter
555,Coffee
555,Bread
555,Butter
555,Jam
556,Coffee
556,Bread
556,Butter
557,Coffee
557,Bread
558,Tea
558,Jam
559,Tea
559,Jam
560,Coffee
560,Butter
561,Coffee
561,Bread
561,Butter
562,Coffee
562,Butter
563,Tea
563,Jam
564,Coffee
564,Bread
564,Butter
565,Coffee
565,Tea
565,Jam
566,Coffee
566,Bread
566,Butter
566,Jam
567,Coffee
567,Bread
567,Butter
568,Coffee
568,Bread
568,Butter
569,Jam
570,Bread
570,Tea
571,Coffee
571,Butter
572,Tea
572,Jam
573,Coffee
573,Bread
573,Butter
573,Jam
574,Coffee
574,Bread
574,Butter
575,Coffee
575,Bread
575,Butter
576,Bread
576,Tea
576,Jam
577,Coffee
577,Butter
577,Tea
578,Coffee
578,Butter
579,Coffee
579,Bread
579,Butter
579,Jam
580,Coffee
581,Coffee
581,Bread
581,Butter
582,Bread
582,Tea
582,Jam
583,Tea
583,Jam
584,Coffee
584,Bread
584,Butter
585,Coffee
585,Butter
586,Jam
587,Bread
587,Tea
588,Bread
588,Tea
589,Bread
589,Jam
590,Coffee
590,Bread
590,Butter
591,Coffee
591,Bread
591,Butter
592,Bread
592,Jam
593,Coffee
593,Bread
593,Tea
594,Tea
594,Jam
595,Coffee
595,Butter
596,Tea
596,Jam
597,Bread
597,Tea
597,Jam
598,Coffee
598,Butter
598,Tea
599,Tea
600,Bread
600,Tea
600,Jam
601,Bread
601,Tea
602,Jam
603,Coffee
603,Bread
603,Butter
604,Tea
605,Coffee
605,Bread
605,Butter
606,Bread
606,Tea
606,Jam
607,Coffee
607,Bread
607,Butter
608,Tea
609,Coffee
609,Butter
610,Bread
610,Jam
611,Jam
612,Coffee
612,Bread
612,Butter
613,Coffee
613,Butter
614,Coffee
614,Butter
615,Coffee
615,Butter
616,Coffee
616,Tea
616,Jam
617,Coffee
617,Butter
617,Tea
617,Jam
618,Bread
618,Tea
618,Jam
619,Tea
619,Jam
620,Coffee
621,Bread
621,Butter
621,Tea
621,Jam
622,Coffee
622,Butter
623,Coffee
623,Bread
623,Butter
624,Bread
624,Tea
624,Jam
625,Bread
625,Tea
625,Jam
626,Coffee
626,Butter
627,Butter
627,Tea
628,Coffee
628,Butter
629,Coffee
629,Bread
629,Butter
630,Coffee
630,Bread
630,Tea
630,Jam
631,Coffee
631,Bread
631,Butter
632,Bread
632,Tea
632,Jam
633,Coffee
633,Bread
633,Butter
634,Coffee
634,Bread
634,Butter
635,Tea
635,Jam
636,Coffee
636,Bread
636,Jam
637,Coffee
637,Bread
637,Butter
638,Bread
638,Tea
638,Jam
639,Coffee
639,Bread
639,Butter
640,Bread
640,Tea
640,Jam
641,Coffee
641,Bread
641,Butter
642,Bread
642,Tea
642,Jam
643,Coffee
643,Bread
643,Butter
644,Bread
644,Tea
644,Jam
645,Tea
645,Jam
646,Coffee
646,Bread
646,Butter
647,Bread
647,Tea
647,Jam
648,Coffee
648,Tea
649,Bread
649,Jam
650,Coffee
650,Bread
651,Coffee
651,Butter
652,Coffee
652,Butter
653,Tea
653,Jam
654,Tea
654,Jam
655,Coffee
655,Butter
656,Coffee
656,Tea
657,Coffee
657,Butter
658,Coffee
658,Bread
658,Tea
658,Jam
659,Coffee
659,Bread
659,Butter
660,Coffee
660,Tea
661,Bread
661,Jam
662,Bread
663,Coffee
663,Butter
664,Bread
664,Butter
665,Jam
666,Coffee
666,Butter
667,Bread
667,Tea
667,Jam
668,Bread
669,Coffee
669,Bread
669,Butter
669,Tea
670,Bread
670,Tea
670,Jam
671,Tea
672,Coffee
672,Bread
672,Butter
673,Bread
673,Butter
673,Jam
674,Bread
674,Tea
674,Jam
675,Butter
675,Tea
676,Bread
676,Tea
676,Jam
677,Coffee
677,Bread
677,Butter
678,Jam
679,Jam
680,Bread
680,Tea
680,Jam
681,Coffee
681,Butter
682,Coffee
682,Butter
683,Tea
683,Jam
684,Butter
685,Coffee
685,Bread
685,Butter
685,Jam
686,Coffee
686,Bread
686,Butter
687,Tea
687,Jam
688,Butter
689,Tea
689,Jam
690,Bread
690,Butter
691,Coffee
691,Tea
691,Jam
692,Coffee
692,Bread
693,Coffee
693,Bread
693,Butter
694,Coffee
694,Bread
694,Butter
695,Coffee
695,Butter
696,Coffee
696,Bread
696,Butter
697,Coffee
697,Butter
698,Coffee
698,Butter
699,Coffee
699,Bread
700,Coffee
700,Bread
700,Butter
701,Coffee
701,Bread
701,Butter
702,Bread
702,Tea
702,Jam
703,Coffee
703,Butter
704,Tea
704,Jam
705,Coffee
706,Bread
706,Tea
706,Jam
707,Bread
707,Tea
707,Jam
708,Coffee
708,Bread
708,Butter
709,Coffee
709,Bread
709,Butter
710,Coffee
710,Butter
711,Coffee
711,Bread
711,Butter
712,Tea
712,Jam
713,Tea
714,Coffee
714,Butter
715,Coffee
715,Bread
715,Tea
715,Jam
716,Coffee
716,Bread
716,Butter
717,Coffee
717,Bread
717,Butter
718,Coffee
718,Butter
719,Tea
719,Jam
720,Coffee
720,Butter
721,Coffee
721,Tea
721,Jam
722,Coffee
722,Butter
723,Jam
724,Bread
724,Tea
724,Jam
725,Coffee
725,Butter
726,Bread
726,Butter
726,Tea
726,Jam
727,Coffee
727,Butter
728,Coffee
728,Bread
728,Butter
729,Bread
729,Butter
730,Jam
731,Coffee
731,Bread
732,Bread
732,Tea
732,Jam
733,Coffee
733,Butter
734,Bread
734,Butter
735,Bread
735,Tea
736,Coffee
736,Bread
736,Butter
737,Tea
737,Jam
738,Coffee
738,Bread
738,Butter
739,Coffee
739,Bread
739,Butter
740,Coffee
741,Coffee
742,Coffee
742,Butter
743,Bread
743,Jam
744,Bread
744,Tea
744,Jam
745,Bread
745,Tea
745,Jam
746,Coffee
746,Bread
746,Butter
747,Bread
747,Butter
747,Tea
747,Jam
748,Coffee
748,Bread
748,Butter
749,Coffee
749,Butter
749,Jam
750,Coffee
750,Bread
750,Butter
750,Jam
751,Bread
751,Tea
751,Jam
752,Coffee
752,Bread
753,Bread
753,Tea
753,Jam
754,Bread
754,Tea
754,Jam
755,Coffee
755,Bread
755,Butter
756,Bread
756,Tea
756,Jam
757,Bread
757,Butter
758,Coffee
758,Bread
758,Butter
759,Coffee
759,Bread
759,Jam
760,Coffee
760,Butter
761,Coffee
761,Butter
762,Bread
762,Tea
762,Jam
763,Coffee
763,Bread
763,Butter
764,Bread
764,Tea
764,Jam
765,Coffee
766,Coffee
766,Butter
767,Bread
767,Jam
768,Butter
769,Tea
769,Jam
770,Coffee
770,Tea
770,Jam
771,Coffee
771,Bread
771,Butter
772,Coffee
772,Bread
772,Butter
773,Coffee
773,Bread
773,Butter
774,Tea
774,Jam
775,Bread
775,Tea
775,Jam
776,Butter
777,Tea
777,Jam
778,Tea
778,Jam
779,Coffee
779,Bread
779,Butter
780,Coffee
780,Bread
780,Butter
781,Coffee
781,Bread
781,Butter
782,Coffee
782,Bread
782,Butter
783,Coffee
783,Bread
783,Butter
784,Bread
784,Butter
784,Tea
784,Jam
785,Coffee
785,Butter
786,Coffee
786,Tea
786,Jam
787,Coffee
787,Bread
787,Butter
788,Tea
788,Jam
789,Coffee
789,Bread
789,Butter
790,Coffee
790,Bread
790,Jam
791,Bread
792,Coffee
792,Butter
793,Bread
793,Butter
794,Coffee
794,Bread
794,Butter
795,Coffee
795,Butter
796,Coffee
796,Bread
796,Butter
797,Coffee
797,Bread
797,Butter
798,Bread
798,Butter
798,Jam
799,Tea
800,Coffee
800,Butter
801,Butter
801,Tea
802,Coffee
803,Coffee
803,Butter
803,Tea
803,Jam
804,Bread
804,Tea
804,Jam
805,Tea
805,Jam
806,Coffee
806,Butter
807,Coffee
807,Tea
808,Tea
808,Jam
809,Coffee
809,Bread
809,Butter
810,Tea
810,Jam
811,Bread
811,Tea
812,Coffee
812,Butter
813,Bread
813,Tea
813,Jam
814,Coffee
814,Butter
814,Tea
815,Tea
815,Jam
816,Coffee
816,Butter
817,Coffee
817,Bread
817,Tea
817,Jam
818,Tea
818,Jam
819,Coffee
819,Bread
820,Tea
820,Jam
821,Coffee
822,Coffee
822,Bread
822,Butter
823,Tea
823,Jam
824,Coffee
824,Bread
824,Butter
825,Coffee
825,Bread
825,Butter
826,Coffee
826,Butter
827,Tea
827,Jam
828,Tea
828,Jam
829,Coffee
829,Bread
829,Butter
830,Coffee
830,Bread
830,Butter
831,Coffee
831,Butter
832,Coffee
832,Butter
833,Coffee
833,Bread
833,Butter
833,Jam
834,Bread
834,Tea
835,Tea
835,Jam
836,Tea
836,Jam
837,Bread
837,Tea
837,Jam
838,Bread
838,Butter
838,Jam
839,Bread
839,Tea
839,Jam
840,Coffee
840,Butter
841,Coffee
841,Bread
841,Tea
842,Coffee
842,Tea
843,Coffee
843,Butter
844,Tea
845,Tea
846,Coffee
846,Butter
847,Coffee
847,Bread
847,Butter
848,Butter
848,Jam
849,Butter
850,Coffee
850,Bread
850,Butter
851,Coffee
851,Butter
852,Coffee
852,Bread
852,Butter
852,Tea
853,Coffee
853,Butter
854,Coffee
854,Bread
854,Butter
854,Jam
855,Butter
856,Bread
856,Butter
857,Coffee
857,Butter
858,Tea
858,Jam
859,Coffee
859,Bread
859,Butter
859,Tea
859,Jam
860,Bread
860,Tea
861,Coffee
861,Jam
862,Coffee
862,Butter
863,Bread
863,Tea
863,Jam
864,Tea
864,Jam
865,Coffee
865,Bread
865,Butter
866,Tea
866,Jam
867,Coffee
867,Bread
867,Butter
868,Coffee
868,Bread
868,Butter
869,Bread
869,Tea
869,Jam
870,Butter
870,Tea
871,Coffee
871,Butter
871,Jam
872,Coffee
872,Butter
873,Coffee
873,Butter
874,Coffee
874,Bread
874,Butter
875,Coffee
875,Butter
876,Bread
876,Tea
876,Jam
877,Coffee
877,Bread
877,Butter
878,Tea
879,Coffee
879,Bread
879,Butter
880,Coffee
880,Bread
880,Butter
881,Coffee
881,Bread
881,Butter
882,Coffee
882,Bread
882,Butter
883,Bread
883,Butter
883,Tea
883,Jam
884,Tea
884,Jam
885,Coffee
885,Bread
885,Butter
886,Tea
886,Jam
887,Coffee
887,Bread
887,Butter
888,Coffee
888,Bread
888,Butter
889,Coffee
889,Bread
889,Butter
890,Coffee
890,Bread
890,Butter
891,Bread
891,Tea
891,Jam
892,Coffee
892,Bread
892,Butter
893,Tea
893,Jam
894,Coffee
894,Bread
894,Butter
895,Bread
896,Coffee
896,Bread
896,Butter
897,Coffee
897,Butter
898,Coffee
898,Butter
899,Bread
899,Tea
900,Coffee
900,Butter
901,Coffee
901,Bread
901,Butter
902,Coffee
902,Butter
903,Tea
903,Jam
904,Tea
905,Tea
905,Jam
906,Coffee
906,Bread
907,Coffee
907,Bread
907,Tea
907,Jam
908,Bread
908,Butter
908,Tea
908,Jam
909,Coffee
909,Butter
910,Bread
910,Tea
911,Coffee
911,Bread
911,Butter
911,Tea
911,Jam
912,Tea
913,Tea
913,Jam
914,Coffee
914,Bread
914,Butter
915,Coffee
915,Butter
916,Coffee
916,Bread
916,Butter
917,Jam
918,Jam
919,Coffee
919,Bread
919,Tea
919,Jam
920,Tea
920,Jam
921,Coffee
921,Bread
921,Butter
922,Coffee
922,Bread
923,Tea
923,Jam
924,Bread
924,Tea
924,Jam
925,Tea
926,Coffee
926,Bread
926,Butter
927,Bread
927,Tea
927,Jam
928,Coffee
928,Butter
929,Coffee
929,Tea
930,Bread
930,Tea
930,Jam
931,Coffee
931,Bread
931,Butter
932,Bread
932,Tea
932,Jam
933,Coffee
933,Butter
934,Coffee
934,Bread
935,Coffee
935,Bread
935,Butter
936,Coffee
936,Bread
936,Butter
937,Coffee
937,Bread
937,Butter
938,Coffee
938,Butter
938,Jam
939,Coffee
939,Bread
939,Butter
940,Bread
941,Coffee
941,Bread
941,Butter
942,Coffee
942,Bread
942,Butter
942,Tea
942,Jam
943,Tea
943,Jam
944,Coffee
944,Bread
944,Butter
945,Bread
945,Tea
946,Coffee
946,Butter
947,Coffee
947,Bread
947,Butter
948,Coffee
948,Bread
948,Butter
949,Coffee
949,Bread
949,Butter
950,Coffee
950,Bread
950,Butter
951,Coffee
951,Bread
951,Butter
952,Coffee
952,Butter
953,Coffee
953,Bread
953,Butter
954,Tea
954,Jam
955,Bread
955,Tea
956,Bread
956,Tea
956,Jam
957,Coffee
957,Bread
957,Butter
958,Coffee
958,Bread
958,Butter
959,Coffee
959,Tea
959,Jam
960,Bread
960,Tea
960,Jam
961,Jam
962,Coffee
962,Bread
962,Butter
963,Coffee
963,Butter
964,Coffee
964,Bread
964,Butter
965,Coffee
965,Bread
965,Butter
966,Coffee
966,Bread
966,Butter
967,Coffee
967,Butter
968,Coffee
968,Butter
969,Coffee
969,Butter
970,Jam
971,Tea
971,Jam
972,Coffee
972,Butter
973,Jam
974,Bread
974,Butter
975,Coffee
975,Bread
975,Butter
976,Bread
976,Tea
976,Jam
977,Jam
978,Coffee
978,Bread
978,Butter
978,Jam
979,Bread
979,Tea
979,Jam
980,Coffee
980,Bread
980,Butter
981,Coffee
981,Butter
982,Coffee
982,Bread
982,Butter
982,Jam
983,Coffee
983,Butter
984,Coffee
984,Butter
984,Tea
985,Butter
986,Bread
986,Tea
986,Jam
987,Bread
987,Tea
987,Jam
988,Bread
988,Tea
988,Jam
989,Tea
989,Jam
990,Coffee
990,Butter
990,Tea
991,Bread
991,Butter
991,Tea
991,Jam
992,Butter
993,Coffee
993,Bread
993,Butter
994,Coffee
994,Bread
994,Butter
994,Tea
995,Coffee
995,Butter
996,Bread
996,Tea
996,Jam
997,Bread
997,Butter
998,Coffee
998,Bread
998,Butter
999,Coffee
999,Butter
1000,Tea
1000,Jam
1001,Coffee
1001,Butter
1002,Tea
1002,Jam
1003,Coffee
1003,Bread
1003,Butter
1004,Coffee
1004,Butter
1005,Coffee
1005,Butter
1006,Coffee
1006,Bread
1006,Butter
1007,Coffee
1007,Butter
1008,Bread
1008,Tea
1009,Bread
1009,Tea
1009,Jam
1010,Coffee
1010,Jam
1011,Tea
1012,Bread
1012,Tea
1012,Jam
1013,Coffee
1013,Bread
1013,Butter
1014,Coffee
1014,Butter
1015,Bread
1015,Tea
1015,Jam
1016,Coffee
1016,Bread
1016,Butter
1017,Coffee
1017,Bread
1017,Butter
1018,Coffee
1018,Butter
1019,Bread
1019,Tea
1019,Jam
1020,Bread
1020,Jam
1021,Coffee
1021,Bread
1021,Butter
1022,Coffee
1022,Bread
1022,Butter
1023,Bread
1023,Tea
1024,Coffee
1024,Butter
1025,Coffee
1025,Bread
