TxID,Coffee,Bread,Butter,Tea,Jam
756,False,True,False,True,True
757,False,True,True,False,False
758,True,True,True,False,False
759,True,True,False,False,True
760,True,False,True,False,False
761,True,False,True,False,False
762,False,True,False,True,True
763,True,True,True,False,False
764,False,True,False,True,True
765,True,False,False,False,False
766,True,False,True,False,False
767,False,True,False,False,True
768,False,False,True,False,False
769,False,False,False,True,True
770,True,False,False,True,True
771,True,True,True,False,False
772,True,True,True,False,False
773,True,True,True,False,False
774,False,False,False,True,True
775,False,True,False,True,True
776,False,False,True,False,False
777,False,False,False,True,True
778,False,False,False,True,True
779,True,True,True,False,False
780,True,True,True,False,False
781,True,True,True,False,False
782,True,True,True,False,False
783,True,True,True,False,False
784,False,True,True,True,True
785,True,False,True,False,False
786,True,False,False,True,True
787,True,True,True,False,False
788,False,False,False,True,True
789,True,True,True,False,False
790,True,True,False,False,True
791,False,True,False,False,False
792,True,False,True,False,False
793,False,True,True,False,False
794,True,True,True,False,False
795,True,False,True,False,False
796,True,True,True,False,False
797,True,True,True,False,False
798,False,True,True,False,True
799,False,False,False,True,False
800,True,False,True,False,False
801,False,False,True,True,False
802,True,False,False,False,False
803,True,False,True,True,True
804,False,True,False,True,True
805,False,False,False,True,True
806,True,False,True,False,False
807,True,False,False,True,False
808,False,False,False,True,True
809,True,True,True,False,False
810,False,False,False,True,True
811,False,True,False,True,False
812,True,False,True,False,False
813,False,True,False,True,True
814,True,False,True,True,False
815,False,False,False,True,True
816,True,False,True,False,False
817,True,True,False,True,True
818,False,False,False,True,True
819,True,True,False,False,False
820,False,False,False,True,True
821,True,False,False,False,False
822,True,True,True,False,False
823,False,False,False,True,True
824,True,True,True,False,False
825,True,True,True,False,False
826,True,False,True,False,False
827,False,False,False,True,True
828,False,False,False,True,True
829,True,True,True,False,False
830,True,True,True,False,False
831,True,False,True,False,False
832,True,False,True,False,False
833,True,True,True,False,True
834,False,True,False,True,False
835,False,False,False,True,True
836,False,False,False,True,True
837,False,True,False,True,True
838,False,True,True,False,True
839,False,True,False,True,True
840,True,False,True,False,False
841,True,True,False,True,False
842,True,False,False,True,False
843,True,False,True,False,False
844,False,False,False,True,False
845,False,False,False,True,False
846,True,False,True,False,False
847,True,True,True,False,False
848,False,False,True,False,True
849,False,False,True,False,False
850,True,True,True,False,False
851,True,False,True,False,False
852,True,True,True,True,False
853,True,False,True,False,False
854,True,True,True,False,True
855,False,False,True,False,False
856,False,True,True,False,False
857,True,False,True,False,False
858,False,False,False,True,True
859,True,True,True,True,True
860,False,True,False,True,False
861,True,False,False,False,True
862,True,False,True,False,False
863,False,True,False,True,True
864,False,False,False,True,True
865,True,True,True,False,False
866,False,False,False,True,True
867,True,True,True,False,False
868,True,True,True,False,False
869,False,True,False,True,True
870,False,False,True,True,False
871,True,False,True,False,True
872,True,False,True,False,False
873,True,False,True,False,False
874,True,True,True,False,False
875,True,False,True,False,False
876,False,True,False,True,True
877,True,True,True,False,False
878,False,False,False,True,False
879,True,True,True,False,False
880,True,True,True,False,False
881,True,True,True,False,False
882,True,True,True,False,False
883,False,True,True,True,True
884,False,False,False,True,True
885,True,True,True,False,False
886,False,False,False,True,True
887,True,True,True,False,False
888,True,True,True,False,False
889,True,True,True,False,False
890,True,True,True,False,False
891,False,True,False,True,True
892,True,True,True,False,False
893,False,False,False,True,True
894,True,True,True,False,False
895,False,True,False,False,False
896,True,True,True,False,False
897,True,False,True,False,False
898,True,False,True,False,False
899,False,True,False,True,False
900,True,False,True,False,False
901,True,True,True,False,False
902,True,False,True,False,False
903,False,False,False,True,True
904,False,False,False,True,False
905,False,False,False,True,True
906,True,True,False,False,False
907,True,True,False,True,True
908,False,True,True,True,True
909,True,False,True,False,False
910,False,True,False,True,False
911,True,True,True,True,True
912,False,False,False,True,False
913,False,False,False,True,True
914,True,True,True,False,False
915,True,False,True,False,False
916,True,True,True,False,False
917,False,False,False,False,True
918,False,False,False,False,True
919,True,True,False,True,True
920,False,False,False,True,True
921,True,True,True,False,False
922,True,True,False,False,False
923,False,False,False,True,True
924,False,True,False,True,True
925,False,False,False,True,False
926,True,True,True,False,False
927,False,True,False,True,True
928,True,False,True,False,False
929,True,False,False,True,False
930,False,True,False,True,True
931,True,True,True,False,False
932,False,True,False,True,True
933,True,False,True,False,False
934,True,True,False,False,False
935,True,True,True,False,False
936,True,True,True,False,False
937,True,True,True,False,False
938,True,False,True,False,True
939,True,True,True,False,False
940,False,True,False,False,False
941,True,True,True,False,False
942,True,True,True,True,True
943,False,False,False,True,True
944,True,True,True,False,False
945,False,True,False,True,False
946,True,False,True,False,False
947,True,True,True,False,False
948,True,True,True,False,False
949,True,True,True,False,False
950,True,True,True,False,False
951,True,True,True,False,False
952,True,False,True,False,False
953,True,True,True,False,False
954,False,False,False,True,True
955,False,True,False,True,False
956,False,True,False,True,True
957,True,True,True,False,False
958,True,True,True,False,False
959,True,False,False,True,True
960,False,True,False,True,True
961,False,False,False,False,True
962,True,True,True,False,False
963,True,False,True,False,False
964,True,True,True,False,False
965,True,True,True,False,False
966,True,True,True,False,False
967,True,False,True,False,False
968,True,False,True,False,False
969,True,False,True,False,False
970,False,False,False,False,True
971,False,False,False,True,True
972,True,False,True,False,False
973,False,False,False,False,True
974,False,True,True,False,False
975,True,True,True,False,False
976,False,True,False,True,True
977,False,False,False,False,True
978,True,True,True,False,True
979,False,True,False,True,True
980,True,True,True,False,False
981,True,False,True,False,False
982,True,True,True,False,True
983,True,False,True,False,False
984,True,False,True,True,False
985,False,False,True,False,False
986,False,True,False,True,True
987,False,True,False,True,True
988,False,True,False,True,True
989,False,False,False,True,True
990,True,False,True,True,False
991,False,True,True,True,True
992,False,False,True,False,False
993,True,True,True,False,False
994,True,True,True,True,False
995,True,False,True,False,False
996,False,True,False,True,True
997,False,True,True,False,False
998,True,True,True,False,False
999,True,False,True,False,False
1000,False,False,False,True,True
1001,True,False,True,False,False
1002,False,False,False,True,True
1003,True,True,True,False,False
1004,True,False,True,False,False
1005,True,False,True,False,False
1006,True,True,True,False,False
1007,True,False,True,False,False
1008,False,True,False,True,False
1009,False,True,False,True,True
1010,True,False,False,False,True
1011,False,False,False,True,False
1012,False,True,False,True,True
1013,True,True,True,False,False
1014,True,False,True,False,False
1015,False,True,False,True,True
1016,True,True,True,False,False
1017,True,True,True,False,False
1018,True,False,True,False,False
1019,False,True,False,True,True
1020,False,True,False,False,True
1021,True,True,True,False,False
1022,True,True,True,False,False
1023,False,True,False,True,False
1024,True,False,True,False,False
1025,True,True,True,False,False
1026,False,False,False,True,False
1027,False,True,False,True,True
1028,True,True,False,False,False
1029,False,True,False,False,False
1030,False,True,True,False,False
1031,True,False,True,False,False
1032,False,False,True,False,True
1033,True,False,True,False,False
1034,False,False,False,True,True
1035,False,False,False,True,False
1036,False,True,False,False,False
1037,True,True,True,False,False
1038,True,False,False,False,False
1039,True,True,True,False,False
1040,True,True,True,False,False
1041,False,False,False,True,False
1042,True,False,True,False,False
1043,False,True,True,False,False
1044,False,False,False,True,True
1045,False,False,False,True,True
1046,True,True,True,False,False
1047,False,True,False,True,True
1048,False,False,False,True,True
1049,False,False,False,True,True
1050,True,True,True,False,False
1051,False,True,False,True,True
1052,False,False,False,True,True
1053,False,True,True,True,False
1054,False,False,False,True,True
1055,False,False,False,True,True
1056,True,False,True,False,False
1057,True,False,True,False,False
1058,True,False,False,False,True
1059,True,False,True,False,False
1060,False,True,False,True,True
1061,False,False,True,True,True
1062,False,False,False,True,True
1063,True,False,True,True,False
1064,False,False,False,True,True
1065,False,False,False,True,True
1066,True,False,True,True,True
1067,True,True,True,False,False
1068,False,True,False,True,True
1069,True,True,True,False,False
1070,True,True,False,True,True
1071,False,True,False,True,True
1072,False,False,False,True,True
1073,True,True,False,False,False
1074,False,True,False,True,True
1075,True,False,False,True,False
1076,False,True,False,False,False
1077,False,False,False,True,True
1078,False,False,False,True,True
1079,False,False,False,True,True
1080,True,True,True,False,False
1081,False,False,False,True,False
1082,False,True,True,False,True
1083,True,True,True,False,False
1084,True,True,False,False,True
1085,False,False,False,True,True
1086,True,True,True,False,False
1087,True,True,True,False,False
1088,False,True,False,True,False
1089,False,True,False,False,True
1090,True,False,True,False,False
1091,True,True,True,False,False
1092,True,True,True,False,False
1093,True,False,True,False,False
1094,True,False,True,False,False
1095,False,False,False,False,True
1096,True,True,True,False,False
1097,True,True,True,False,True
1098,True,False,True,False,False
1099,True,True,True,False,False
1100,False,True,False,False,True
1101,True,True,True,False,False
1102,False,False,False,False,True
1103,False,True,True,False,True
1104,True,True,False,True,True
1105,True,False,True,False,False
1106,True,False,True,False,False
1107,False,False,True,False,False
1108,True,False,True,False,False
1109,False,False,False,True,True
1110,True,True,True,False,False
1111,False,False,False,True,True
1112,True,True,True,False,False
1113,True,True,True,False,False
1114,False,True,False,True,True
1115,False,False,False,True,True
1116,False,False,False,True,True
1117,True,True,True,False,False
1118,False,True,False,True,True
1119,False,False,False,False,True
1120,True,False,False,False,False
1121,False,False,False,True,True
1122,False,True,False,True,True
1123,False,False,True,True,True
1124,True,False,True,False,False
1125,True,False,True,False,False
1126,True,False,False,False,False
1127,True,False,True,False,False
1128,True,True,True,False,False
1129,False,True,False,True,True
1130,True,False,False,False,False
1131,False,True,False,True,True
1132,False,False,False,True,True
1133,False,True,True,False,False
1134,True,True,True,False,False
1135,False,True,False,False,False
1136,False,False,False,True,True
1137,True,True,False,False,False
1138,True,True,True,False,False
1139,True,True,True,False,False
1140,False,True,True,True,False
1141,True,False,True,False,False
1142,True,True,True,False,False
1143,True,True,True,False,False
1144,False,False,False,True,True
1145,True,True,True,False,False
1146,False,True,False,True,False
1147,False,True,False,True,True
1148,True,False,True,False,True
1149,True,True,True,False,False
1150,True,True,True,False,False
1151,True,False,True,False,False
1152,True,True,True,False,False
1153,False,False,False,True,True
1154,False,False,False,True,True
1155,True,False,True,False,False
1156,True,True,False,False,False
1157,True,False,True,False,False
1158,True,False,True,False,False
1159,True,False,False,True,True
1160,False,True,False,True,True
1161,False,True,False,False,True
1162,True,True,False,False,True
1163,False,True,False,True,True
1164,True,True,True,False,False
1165,True,False,False,True,False
1166,True,False,True,False,False
1167,True,True,False,False,True
1168,True,False,False,True,False
1169,True,True,True,False,False
1170,False,False,False,True,True
1171,True,False,False,False,False
1172,False,True,False,True,False
1173,False,True,False,False,False
1174,True,True,True,True,False
1175,True,True,True,False,False
1176,True,True,True,False,True
1177,False,False,False,True,False
1178,True,False,True,True,False
1179,True,False,True,False,False
1180,False,False,False,True,True
1181,True,False,True,False,False
1182,True,False,True,False,True
1183,True,False,False,False,False
1184,False,False,False,True,True
1185,True,True,True,False,False
1186,False,True,False,False,True
1187,False,False,False,True,False
1188,True,False,True,False,False
1189,True,False,True,False,False
1190,False,False,False,True,True
1191,True,False,True,False,False
1192,True,False,False,True,False
1193,False,True,False,True,True
1194,False,False,False,True,True
1195,True,True,True,False,False
1196,True,False,True,False,False
1197,False,True,False,True,False
1198,False,False,False,True,True
1199,True,False,True,False,False
1200,True,False,False,False,False
1201,False,True,False,True,True
1202,False,True,False,False,False
1203,False,True,False,False,False
1204,False,True,False,True,True
1205,True,False,True,False,False
1206,False,False,False,True,True
1207,False,False,False,True,True
1208,False,True,False,True,True
1209,True,True,True,False,False
1210,False,True,False,True,False
1211,True,False,False,True,False
1212,False,True,False,True,False
1213,True,True,True,False,False
1214,False,False,False,True,True
1215,True,True,False,False,False
1216,False,True,False,True,True
1217,True,True,False,False,False
1218,False,False,False,True,True
1219,False,True,False,True,True
1220,True,False,True,False,False
1221,True,False,False,False,False
1222,False,False,False,True,True
1223,True,False,True,False,False
1224,True,False,True,False,False
1225,False,False,False,True,True
1226,False,False,False,True,True
1227,True,False,True,False,False
1228,True,True,False,False,False
1229,True,True,True,False,False
1230,False,True,True,False,False
1231,False,True,False,True,True
1232,False,False,False,True,True
1233,False,True,False,True,False
1234,True,True,True,False,False
1235,False,False,False,True,True
1236,False,True,True,False,False
1237,False,False,False,True,True
1238,True,True,True,True,False
1239,True,False,True,False,False
1240,False,False,False,True,False
1241,False,False,False,True,True
1242,True,True,False,True,False
